Order_ID,Order_Date,Region,City,Category,Sales_Channel,Sales_Rep,Payment_Method,Customer_Segment,Units_Sold,Unit_Price,Discount_Pct,Shipping_Cost,Customer_Age,Customer_Rating,Return_Flag,Revenue,Profit,Month,Month_Name,Quarter,Week,Day_of_Week
ORD-10536,2023-05-16,South,Hyderabad,Electronics,Wholesale,Frank,UPI,Retail,37,333.26,10,97.97,32,4.7,1,11097.56,1315.31,5,May,Q2,20,Tuesday
ORD-10537,2023-04-28,South,Hyderabad,Food,Online,Grace,Credit Card,Retail,23,264.89,25,109.37,19,3.8,0,4569.35,881.99,4,Apr,Q2,17,Friday
ORD-10538,2023-03-04,North,Chandigarh,Electronics,Online,Eva,UPI,Retail,34,34.05,5,85.86,62,4.2,0,1099.81,271.38,3,Mar,Q1,9,Saturday
ORD-10539,2023-01-19,South,Bangalore,Sports,Online,Bob,Credit Card,Retail,37,278.53,0,104.26,23,3.1,0,10305.61,2229.06,1,Jan,Q1,3,Thursday
ORD-10540,2023-04-04,North,Delhi,Furniture,Online,Grace,Net Banking,Corporate,10,460.17,0,14.3,18,3.5,0,4601.7,1806.88,4,Apr,Q2,14,Tuesday
ORD-10541,2023-07-08,West,Ahmedabad,Clothing,Wholesale,Eva,UPI,SME,29,334.73,20,69.43,48,4.0,0,7765.74,905.99,7,Jul,Q3,27,Saturday
ORD-10542,2023-03-23,West,Mumbai,Electronics,In-Store,Grace,UPI,Corporate,17,385.35,10,52.67,30,4.2,0,5895.86,697.22,3,Mar,Q1,12,Thursday
ORD-10543,2023-06-29,South,Chennai,Electronics,Online,David,Cash,Retail,35,361.87,10,159.82,42,4.8,0,11398.9,987.35,6,Jun,Q2,26,Thursday
ORD-10544,2023-06-24,South,Chennai,Electronics,Online,Frank,Credit Card,SME,29,89.94,20,189.27,51,4.1,0,2086.61,46.99,6,Jun,Q2,25,Saturday
ORD-10545,2023-03-22,South,Chennai,Furniture,Online,Bob,Credit Card,Corporate,5,206.43,5,191.48,38,3.2,0,980.54,33.32,3,Mar,Q1,12,Wednesday
ORD-10546,2023-08-02,West,Mumbai,Electronics,Online,Henry,Net Banking,Retail,18,90.43,5,188.66,50,3.3,0,1546.35,392.03,8,Aug,Q3,31,Wednesday
ORD-10547,2023-10-12,West,Pune,Electronics,Online,Alice,UPI,Corporate,20,263.3,5,125.09,67,3.2,0,5002.7,1003.05,10,Oct,Q4,41,Thursday
ORD-10548,2023-10-22,North,Delhi,Furniture,In-Store,Carol,Net Banking,SME,28,109.0,15,186.64,22,3.7,0,2594.2,397.58,10,Oct,Q4,42,Sunday
ORD-10549,2023-06-29,West,Mumbai,Electronics,In-Store,Alice,UPI,Retail,27,332.43,25,132.91,62,2.7,0,6731.71,1576.11,6,Jun,Q2,26,Thursday
ORD-10550,2023-08-26,North,Chandigarh,Electronics,Wholesale,Eva,Net Banking,Retail,48,473.37,0,174.45,51,2.9,0,22721.76,5502.89,8,Aug,Q3,34,Saturday
ORD-10551,2023-06-08,West,Ahmedabad,Furniture,In-Store,Frank,Credit Card,Retail,7,493.81,0,59.12,48,4.4,0,3456.67,925.19,6,Jun,Q2,23,Thursday
ORD-10552,2023-11-07,North,Lucknow,Food,In-Store,Alice,UPI,Corporate,27,353.38,0,3.88,61,2.7,0,9541.26,1822.21,11,Nov,Q4,45,Tuesday
ORD-10553,2023-01-06,East,Kolkata,Electronics,Online,Henry,UPI,Retail,35,310.19,25,142.26,50,3.9,0,8142.49,1247.26,1,Jan,Q1,1,Friday
ORD-10554,2023-07-29,East,Patna,Furniture,Online,David,Credit Card,Retail,11,459.3,0,159.59,41,3.0,0,5052.3,457.43,7,Jul,Q3,30,Saturday
ORD-10555,2023-07-22,East,Bhubaneswar,Food,Online,Henry,EMI,SME,48,422.48,10,170.81,24,2.9,0,18251.14,2799.8,7,Jul,Q3,29,Saturday
ORD-10556,2023-07-11,South,Chennai,Food,Wholesale,Bob,EMI,Retail,8,413.19,0,11.83,33,5.0,0,3305.52,786.49,7,Jul,Q3,28,Tuesday
ORD-10557,2023-08-27,West,Ahmedabad,Clothing,In-Store,Alice,UPI,Retail,23,358.27,20,98.31,68,4.7,0,6592.17,1164.81,8,Aug,Q3,34,Sunday
ORD-10558,2023-04-30,East,Bhubaneswar,Clothing,Wholesale,Grace,Credit Card,SME,8,74.87,0,188.09,69,3.6,0,598.96,30.98,4,Apr,Q2,17,Sunday
ORD-10559,2023-03-12,West,Pune,Food,Wholesale,Henry,Credit Card,Retail,10,192.97,5,115.34,67,4.2,0,1833.22,365.7,3,Mar,Q1,10,Sunday
ORD-10560,2023-12-13,North,Lucknow,Electronics,Online,Eva,EMI,Corporate,43,219.6,0,4.81,44,4.6,0,9442.8,1170.12,12,Dec,Q4,50,Wednesday
ORD-10561,2023-12-07,North,Chandigarh,Food,Online,Grace,Credit Card,Retail,28,179.41,0,107.33,49,2.7,0,5023.48,1673.05,12,Dec,Q4,49,Thursday
ORD-10562,2023-06-25,East,Patna,Electronics,Online,David,Credit Card,Corporate,20,192.79,0,127.86,41,3.7,0,3855.8,289.14,6,Jun,Q2,25,Sunday
ORD-10563,2023-11-22,East,Kolkata,Electronics,In-Store,Frank,UPI,Retail,20,229.83,5,72.04,69,2.6,0,4366.77,1411.42,11,Nov,Q4,47,Wednesday
ORD-10564,2023-07-26,North,Delhi,Furniture,Online,Alice,Cash,Corporate,19,418.87,5,79.35,21,3.8,0,7560.6,1157.22,7,Jul,Q3,30,Wednesday
ORD-10565,2023-11-08,North,Delhi,Furniture,In-Store,Grace,Credit Card,SME,7,383.82,20,184.35,37,2.9,0,2149.39,331.9,11,Nov,Q4,45,Wednesday
ORD-10566,2023-07-24,West,Mumbai,Sports,In-Store,David,Net Banking,Corporate,41,92.28,10,86.85,21,5.0,0,3405.13,1109.43,7,Jul,Q3,30,Monday
ORD-10567,2023-01-17,North,Delhi,Clothing,Online,Alice,UPI,Corporate,12,151.28,20,175.45,46,3.4,0,1452.29,68.89,1,Jan,Q1,3,Tuesday
ORD-10568,2023-04-03,South,Bangalore,Sports,In-Store,Alice,Credit Card,Retail,23,104.62,20,176.0,52,3.9,0,1925.01,334.61,4,Apr,Q2,14,Monday
ORD-10569,2023-11-17,North,Lucknow,Electronics,In-Store,Grace,UPI,SME,32,285.38,10,105.59,65,4.3,1,8218.94,2553.38,11,Nov,Q4,46,Friday
ORD-10570,2023-11-03,South,Bangalore,Furniture,Online,Grace,Credit Card,Corporate,34,399.9,5,109.49,46,4.7,1,12916.77,2747.63,11,Nov,Q4,44,Friday
ORD-10571,2023-02-03,West,Ahmedabad,Furniture,Online,Carol,Credit Card,Retail,7,472.46,10,162.81,41,3.9,0,2976.5,166.36,2,Feb,Q1,5,Friday
ORD-10572,2023-06-30,South,Bangalore,Food,In-Store,David,UPI,Corporate,10,269.43,0,50.68,36,4.0,0,2694.3,592.12,6,Jun,Q2,26,Friday
ORD-10573,2023-09-23,South,Bangalore,Food,Online,Eva,UPI,SME,9,465.62,20,172.34,37,2.7,1,3352.46,316.76,9,Sep,Q3,38,Saturday
ORD-10574,2023-12-30,South,Hyderabad,Food,In-Store,Eva,UPI,Retail,43,346.4,0,131.16,39,4.0,0,14895.2,5000.3,12,Dec,Q4,52,Saturday
ORD-10575,2023-08-18,East,Kolkata,Furniture,In-Store,Frank,Net Banking,Retail,49,30.57,20,46.66,41,2.8,0,1198.34,377.17,8,Aug,Q3,33,Friday
ORD-10576,2023-01-15,North,Chandigarh,Furniture,In-Store,Alice,Net Banking,SME,46,349.01,15,143.16,60,2.7,0,13646.29,3080.27,1,Jan,Q1,2,Sunday
ORD-10577,2023-01-30,South,Hyderabad,Food,Online,Bob,EMI,Corporate,46,100.9,10,33.88,58,3.0,0,4177.26,1113.67,1,Jan,Q1,5,Monday
ORD-10578,2023-02-08,North,Lucknow,Food,In-Store,Bob,UPI,Retail,4,78.58,10,19.57,53,2.7,0,282.89,25.01,2,Feb,Q1,6,Wednesday
ORD-10579,2023-09-01,South,Bangalore,Furniture,Online,David,UPI,Corporate,27,48.14,0,24.4,50,4.2,0,1299.78,115.66,9,Sep,Q3,35,Friday
ORD-10580,2023-09-19,North,Chandigarh,Electronics,In-Store,Alice,Net Banking,Retail,32,194.39,5,104.37,47,4.8,0,5909.46,1437.83,9,Sep,Q3,38,Tuesday
ORD-10581,2023-02-17,South,Bangalore,Clothing,In-Store,David,Credit Card,Corporate,34,80.08,5,140.39,24,4.7,0,2586.58,632.44,2,Feb,Q1,7,Friday
ORD-10582,2023-09-09,North,Chandigarh,Clothing,In-Store,Bob,EMI,Corporate,34,14.87,0,2.62,56,4.4,0,505.58,149.54,9,Sep,Q3,36,Saturday
ORD-10583,2023-09-09,West,Mumbai,Clothing,In-Store,Henry,UPI,Retail,23,231.96,0,159.66,56,3.1,1,5335.08,608.2,9,Sep,Q3,36,Saturday
ORD-10584,2023-04-22,North,Chandigarh,Furniture,Online,Grace,UPI,Retail,11,194.23,0,87.24,56,3.4,0,2136.53,497.58,4,Apr,Q2,16,Saturday
ORD-10585,2023-04-29,East,Bhubaneswar,Food,In-Store,Bob,EMI,SME,46,100.74,0,177.98,61,3.1,0,4634.04,1253.21,4,Apr,Q2,17,Saturday
ORD-10586,2023-12-19,North,Lucknow,Furniture,Online,Eva,EMI,Retail,14,397.53,0,196.14,66,2.9,0,5565.42,1008.88,12,Dec,Q4,51,Tuesday
ORD-10587,2023-07-23,South,Hyderabad,Clothing,Wholesale,Bob,UPI,Retail,40,121.75,0,138.94,63,3.4,0,4870.0,454.26,7,Jul,Q3,29,Sunday
ORD-10588,2023-03-13,West,Pune,Clothing,Online,Alice,Net Banking,Corporate,28,472.5,5,164.33,48,3.4,0,12568.5,2637.61,3,Mar,Q1,11,Monday
ORD-10589,2023-09-04,South,Bangalore,Clothing,Wholesale,Frank,Cash,SME,30,59.56,10,69.55,55,3.9,0,1608.12,528.83,9,Sep,Q3,36,Monday
ORD-10590,2023-08-01,West,Pune,Food,In-Store,David,Credit Card,Retail,2,103.21,25,127.86,48,3.3,0,154.82,-88.71,8,Aug,Q3,31,Tuesday
ORD-10591,2023-02-11,South,Chennai,Sports,Wholesale,Grace,Credit Card,Corporate,12,218.3,15,133.52,68,4.7,0,2226.66,684.39,2,Feb,Q1,6,Saturday
ORD-10592,2023-09-17,North,Chandigarh,Clothing,Online,Frank,Net Banking,Retail,6,256.94,5,191.44,34,4.0,0,1464.56,212.63,9,Sep,Q3,37,Sunday
ORD-10593,2023-10-18,North,Delhi,Furniture,In-Store,Frank,UPI,Retail,3,111.75,20,146.8,34,4.1,0,268.2,-54.31,10,Oct,Q4,42,Wednesday
ORD-10594,2023-05-28,South,Chennai,Electronics,Online,Eva,UPI,SME,25,363.4,10,66.12,29,4.5,0,8176.5,768.31,5,May,Q2,21,Sunday
ORD-10595,2023-06-03,West,Ahmedabad,Clothing,Wholesale,David,UPI,Corporate,1,189.54,5,39.95,38,3.1,0,180.06,30.71,6,Jun,Q2,22,Saturday
ORD-10596,2023-01-06,North,Delhi,Food,Online,David,Net Banking,SME,21,208.89,15,35.27,25,3.1,0,3728.69,1278.29,1,Jan,Q1,1,Friday
ORD-10597,2023-05-06,North,Lucknow,Furniture,In-Store,Bob,UPI,Retail,36,30.55,15,27.58,33,4.6,0,934.83,129.83,5,May,Q2,18,Saturday
ORD-10598,2023-07-14,South,Hyderabad,Electronics,In-Store,Alice,Cash,Corporate,28,291.89,5,142.67,31,4.6,0,7764.27,764.62,7,Jul,Q3,28,Friday
ORD-10599,2023-01-20,West,Ahmedabad,Clothing,Online,Grace,Cash,Retail,35,241.38,20,27.8,19,3.2,0,6758.64,1780.37,1,Jan,Q1,3,Friday
ORD-10600,2023-12-18,West,Pune,Clothing,Online,Eva,UPI,Retail,48,94.15,15,13.94,66,4.2,1,3841.32,1303.12,12,Dec,Q4,51,Monday
ORD-10601,2023-02-03,East,Bhubaneswar,Furniture,Online,Eva,Cash,Retail,30,467.65,15,80.55,37,4.7,0,11925.08,1594.78,2,Feb,Q1,5,Friday
ORD-10602,2023-07-27,North,Delhi,Electronics,Online,David,Credit Card,SME,10,382.92,25,199.84,63,4.5,0,2871.9,590.23,7,Jul,Q3,30,Thursday
ORD-10603,2023-01-14,East,Bhubaneswar,Electronics,Online,Frank,UPI,Retail,21,188.72,25,33.18,27,4.9,0,2972.34,1090.06,1,Jan,Q1,2,Saturday
ORD-10604,2023-12-16,West,Pune,Electronics,Wholesale,Henry,Credit Card,Corporate,10,377.36,20,88.17,47,2.5,0,3018.88,496.45,12,Dec,Q4,50,Saturday
ORD-10605,2023-12-19,East,Kolkata,Furniture,In-Store,Henry,UPI,Corporate,30,204.21,0,35.43,34,3.9,0,6126.3,1473.32,12,Dec,Q4,51,Tuesday
ORD-10606,2023-06-29,East,Bhubaneswar,Clothing,Online,Henry,Credit Card,Retail,17,324.26,10,107.57,56,3.7,0,4961.18,1534.0,6,Jun,Q2,26,Thursday
ORD-10607,2023-05-15,West,Mumbai,Electronics,Online,Eva,Net Banking,SME,33,238.51,15,13.89,23,3.6,0,6690.21,1173.11,5,May,Q2,20,Monday
ORD-10608,2023-02-27,North,Delhi,Clothing,Online,Grace,UPI,Corporate,13,469.25,0,96.6,32,4.5,0,6100.25,1597.33,2,Feb,Q1,9,Monday
ORD-10609,2023-04-15,North,Lucknow,Electronics,Online,Frank,Net Banking,Corporate,29,33.72,0,103.83,33,4.7,0,977.88,186.35,4,Apr,Q2,15,Saturday
ORD-10610,2023-04-26,West,Ahmedabad,Electronics,In-Store,David,UPI,SME,22,24.87,10,114.05,56,3.4,0,492.43,-44.09,4,Apr,Q2,17,Wednesday
ORD-10611,2023-02-06,South,Chennai,Furniture,Wholesale,Frank,Credit Card,Retail,7,472.96,5,195.89,21,3.4,0,3145.18,274.6,2,Feb,Q1,6,Monday
ORD-10612,2023-06-07,East,Bhubaneswar,Electronics,Online,Bob,Credit Card,Retail,21,259.85,10,186.61,69,2.6,0,4911.17,531.95,6,Jun,Q2,23,Wednesday
ORD-10613,2023-05-08,South,Hyderabad,Clothing,Online,Eva,Credit Card,Retail,9,218.15,0,98.38,31,3.7,0,1963.35,420.77,5,May,Q2,19,Monday
ORD-10614,2023-09-07,South,Bangalore,Electronics,In-Store,Carol,Credit Card,SME,31,439.77,0,90.42,24,3.3,0,13632.87,3470.55,9,Sep,Q3,36,Thursday
ORD-10615,2023-03-29,East,Kolkata,Electronics,Online,Henry,Credit Card,Corporate,36,324.25,0,37.03,47,4.6,0,11673.0,2035.28,3,Mar,Q1,13,Wednesday
ORD-10616,2023-08-07,South,Hyderabad,Sports,Online,Frank,Net Banking,Retail,42,98.77,20,92.21,31,4.6,0,3318.67,311.0,8,Aug,Q3,32,Monday
ORD-10617,2023-06-03,South,Bangalore,Electronics,In-Store,David,Cash,Retail,10,361.15,10,90.3,61,4.6,0,3250.35,709.87,6,Jun,Q2,22,Saturday
ORD-10618,2023-10-09,West,Ahmedabad,Food,In-Store,Frank,Net Banking,SME,29,186.95,15,93.6,56,2.8,0,4608.32,707.14,10,Oct,Q4,41,Monday
ORD-10619,2023-01-31,West,Ahmedabad,Clothing,In-Store,Bob,Credit Card,Retail,8,182.75,10,184.09,39,3.1,0,1315.8,10.56,1,Jan,Q1,5,Tuesday
ORD-10620,2023-02-03,North,Delhi,Clothing,In-Store,Grace,Credit Card,Retail,13,46.77,0,130.3,36,4.4,1,608.01,9.66,2,Feb,Q1,5,Friday
ORD-10621,2023-06-07,South,Hyderabad,Food,Online,Frank,Credit Card,Corporate,45,174.32,10,140.62,39,3.8,0,7059.96,1809.62,6,Jun,Q2,23,Wednesday
ORD-10622,2023-12-23,East,Patna,Electronics,Online,Grace,Net Banking,Retail,9,28.5,5,110.21,29,3.0,0,243.68,-64.16,12,Dec,Q4,51,Saturday
ORD-10623,2023-02-22,North,Lucknow,Food,Online,Alice,Cash,SME,21,327.72,0,171.57,28,3.2,0,6882.12,520.68,2,Feb,Q1,8,Wednesday
ORD-10624,2023-06-19,East,Kolkata,Clothing,Online,David,EMI,Corporate,13,185.36,10,182.19,18,5.0,1,2168.71,95.08,6,Jun,Q2,25,Monday
ORD-10625,2023-09-26,East,Patna,Electronics,Wholesale,Grace,EMI,SME,39,352.29,0,171.75,45,3.3,1,13739.31,2810.36,9,Sep,Q3,39,Tuesday
ORD-10626,2023-07-03,West,Mumbai,Food,In-Store,David,UPI,Retail,17,422.93,15,124.46,65,3.0,0,6111.34,577.04,7,Jul,Q3,27,Monday
ORD-10627,2023-12-16,West,Ahmedabad,Food,Online,Bob,UPI,Corporate,24,278.25,20,103.55,26,3.9,0,5342.4,1580.55,12,Dec,Q4,50,Saturday
ORD-10628,2023-07-09,West,Mumbai,Electronics,Online,Frank,UPI,Retail,27,357.79,10,168.41,50,4.4,0,8694.3,718.62,7,Jul,Q3,27,Sunday
ORD-10629,2023-05-19,South,Chennai,Sports,In-Store,Frank,Cash,Corporate,25,18.05,0,30.56,48,3.4,0,451.25,38.36,5,May,Q2,20,Friday
ORD-10630,2023-06-13,East,Bhubaneswar,Clothing,In-Store,Grace,Credit Card,Retail,6,345.75,0,56.2,38,4.3,0,2074.5,571.75,6,Jun,Q2,24,Tuesday
ORD-10631,2023-07-20,East,Bhubaneswar,Sports,Online,Bob,UPI,Corporate,9,134.5,10,0.58,19,4.9,0,1089.45,167.23,7,Jul,Q3,29,Thursday
ORD-10632,2023-08-24,North,Delhi,Sports,Online,David,Cash,Corporate,24,91.9,0,30.44,60,3.9,0,2205.6,336.84,8,Aug,Q3,34,Thursday
ORD-10633,2023-05-16,North,Chandigarh,Food,In-Store,Henry,Cash,Retail,26,429.71,25,116.9,62,3.0,0,8379.34,2760.86,5,May,Q2,20,Tuesday
ORD-10634,2023-09-01,West,Pune,Clothing,In-Store,Henry,Net Banking,Retail,18,72.45,10,31.47,18,2.9,1,1173.69,309.06,9,Sep,Q3,35,Friday
ORD-10635,2023-07-11,South,Hyderabad,Electronics,Wholesale,Bob,Net Banking,SME,11,39.93,10,75.69,65,3.3,0,395.31,30.91,7,Jul,Q3,28,Tuesday
ORD-10636,2023-06-07,South,Hyderabad,Electronics,In-Store,David,Net Banking,Corporate,19,44.79,15,186.29,57,4.6,0,723.36,18.44,6,Jun,Q2,23,Wednesday
ORD-10637,2023-11-20,East,Kolkata,Food,In-Store,Carol,UPI,Retail,24,431.05,0,47.37,45,4.3,0,10345.2,2959.95,11,Nov,Q4,47,Monday
ORD-10638,2023-06-19,North,Delhi,Electronics,Wholesale,Alice,Credit Card,Retail,15,106.07,20,192.45,54,3.2,0,1272.84,202.85,6,Jun,Q2,25,Monday
ORD-10639,2023-07-09,East,Bhubaneswar,Clothing,In-Store,David,UPI,Retail,6,311.22,10,9.15,47,4.8,0,1680.59,543.19,7,Jul,Q3,27,Sunday
ORD-10640,2023-02-10,East,Bhubaneswar,Electronics,Online,Henry,Credit Card,Retail,25,103.43,0,50.23,38,2.7,0,2585.75,362.49,2,Feb,Q1,6,Friday
ORD-10641,2023-04-19,North,Lucknow,Electronics,In-Store,Bob,EMI,Corporate,27,479.42,0,186.9,67,3.5,0,12944.34,1824.79,4,Apr,Q2,16,Wednesday
ORD-10642,2023-01-14,East,Kolkata,Electronics,In-Store,Henry,Credit Card,Retail,12,403.02,15,137.89,33,3.1,0,4110.8,1094.5,1,Jan,Q1,2,Saturday
ORD-10643,2023-05-12,South,Chennai,Food,In-Store,Frank,UPI,Retail,17,273.59,25,71.46,34,3.0,1,3488.27,904.77,5,May,Q2,19,Friday
ORD-10644,2023-12-31,South,Chennai,Electronics,Online,Eva,EMI,Retail,49,450.81,10,101.29,36,3.6,0,19880.72,2434.8,12,Dec,Q4,52,Sunday
ORD-10645,2023-04-01,West,Pune,Food,In-Store,Eva,Credit Card,Retail,23,111.78,0,134.7,62,2.9,0,2570.94,766.19,4,Apr,Q2,13,Saturday
ORD-10646,2023-12-26,North,Lucknow,Sports,Wholesale,Alice,Credit Card,Retail,38,218.25,0,58.95,31,3.3,0,8293.5,2311.59,12,Dec,Q4,52,Tuesday
ORD-10647,2023-06-28,South,Hyderabad,Clothing,In-Store,Henry,EMI,SME,9,303.29,5,75.4,26,3.5,0,2593.13,536.8,6,Jun,Q2,26,Wednesday
ORD-10648,2023-03-01,East,Bhubaneswar,Sports,Wholesale,Carol,Net Banking,Retail,1,475.15,0,12.14,59,4.7,0,475.15,149.96,3,Mar,Q1,9,Wednesday
ORD-10649,2023-12-23,South,Chennai,Clothing,Online,Grace,UPI,Corporate,26,174.22,10,152.18,42,3.3,0,4076.75,1288.14,12,Dec,Q4,51,Saturday
ORD-10650,2023-01-23,West,Ahmedabad,Furniture,Online,Frank,UPI,Retail,47,364.96,20,145.74,62,4.3,0,13722.5,2617.1,1,Jan,Q1,4,Monday
ORD-10651,2023-08-08,West,Pune,Clothing,Online,Henry,UPI,Retail,9,63.96,0,185.7,20,2.9,0,575.64,4.82,8,Aug,Q3,32,Tuesday
ORD-10652,2023-05-31,South,Chennai,Clothing,Online,Eva,UPI,Retail,43,299.67,15,185.41,40,2.9,0,10952.94,1698.99,5,May,Q2,22,Wednesday
ORD-10653,2023-01-30,West,Ahmedabad,Electronics,Online,David,UPI,Corporate,42,418.86,20,114.64,26,3.8,0,14073.7,3081.34,1,Jan,Q1,5,Monday
ORD-10654,2023-12-03,East,Kolkata,Electronics,In-Store,Grace,Credit Card,Retail,35,478.6,0,192.31,51,4.8,0,16751.0,5334.06,12,Dec,Q4,48,Sunday
ORD-10655,2023-07-23,South,Chennai,Electronics,Online,Carol,EMI,Corporate,16,37.46,10,150.98,44,4.8,0,539.42,-42.42,7,Jul,Q3,29,Sunday
ORD-10656,2023-12-12,West,Pune,Electronics,Online,David,Net Banking,Corporate,38,90.84,5,103.55,67,3.9,0,3279.32,677.43,12,Dec,Q4,50,Tuesday
ORD-10657,2023-12-03,South,Bangalore,Electronics,Online,Carol,Net Banking,SME,24,78.71,10,179.27,19,2.6,1,1700.14,50.69,12,Dec,Q4,48,Sunday
ORD-10658,2023-10-12,West,Ahmedabad,Electronics,Online,Carol,EMI,Retail,16,198.96,15,144.32,66,5.0,1,2705.86,578.36,10,Oct,Q4,41,Thursday
ORD-10659,2023-06-26,East,Patna,Food,Online,Frank,Cash,SME,37,380.75,5,191.66,19,4.5,0,13383.36,1609.38,6,Jun,Q2,26,Monday
ORD-10660,2023-02-08,West,Mumbai,Sports,In-Store,Frank,Cash,SME,11,186.69,5,145.16,38,4.6,0,1950.91,158.57,2,Feb,Q1,6,Wednesday
ORD-10661,2023-03-21,South,Hyderabad,Sports,In-Store,Henry,Net Banking,Corporate,12,12.78,15,199.13,30,3.2,0,130.36,-158.26,3,Mar,Q1,12,Tuesday
ORD-10662,2023-04-19,South,Hyderabad,Food,Online,Carol,UPI,Corporate,44,100.94,0,62.41,67,4.9,0,4441.36,518.47,4,Apr,Q2,16,Wednesday
ORD-10663,2023-07-14,North,Chandigarh,Clothing,Wholesale,Frank,UPI,Retail,33,400.63,5,186.82,33,3.3,0,12559.75,2084.56,7,Jul,Q3,28,Friday
ORD-10664,2023-11-03,West,Ahmedabad,Clothing,Online,Frank,Cash,Corporate,36,436.69,5,2.62,34,4.6,0,14934.8,5577.77,11,Nov,Q4,44,Friday
ORD-10665,2023-08-11,North,Lucknow,Electronics,In-Store,Frank,UPI,SME,1,223.19,10,119.68,44,3.0,0,200.87,-52.93,8,Aug,Q3,32,Friday
ORD-10666,2023-05-23,South,Hyderabad,Furniture,Online,Carol,UPI,Retail,22,385.86,10,194.58,35,4.9,0,7640.03,2561.26,5,May,Q2,21,Tuesday
ORD-10667,2023-07-21,South,Bangalore,Sports,Online,Frank,EMI,Retail,22,185.2,5,24.92,52,4.5,0,3870.68,1373.9,7,Jul,Q3,29,Friday
ORD-10668,2023-11-14,West,Mumbai,Electronics,Online,David,Credit Card,Corporate,49,187.53,0,106.76,65,5.0,1,9188.97,1472.12,11,Nov,Q4,46,Tuesday
ORD-10669,2023-08-25,North,Delhi,Electronics,Wholesale,Eva,Credit Card,Corporate,40,52.45,15,35.58,54,3.9,0,1783.3,543.66,8,Aug,Q3,34,Friday
ORD-10670,2023-07-30,West,Ahmedabad,Furniture,Online,Bob,Credit Card,Retail,33,469.29,0,125.42,40,4.8,1,15486.57,5128.13,7,Jul,Q3,30,Sunday
ORD-10671,2023-07-04,North,Delhi,Clothing,In-Store,Henry,UPI,Retail,9,58.99,0,127.75,41,2.7,0,530.91,-52.41,7,Jul,Q3,27,Tuesday
ORD-10672,2023-10-14,East,Kolkata,Electronics,Online,Eva,Net Banking,Corporate,38,22.91,10,101.29,41,2.7,0,783.52,107.29,10,Oct,Q4,41,Saturday
ORD-10673,2023-08-07,North,Delhi,Electronics,Wholesale,Frank,Credit Card,Retail,49,252.52,5,157.3,24,4.0,0,11754.81,1504.9,8,Aug,Q3,32,Monday
ORD-10674,2023-05-08,West,Ahmedabad,Clothing,In-Store,Bob,UPI,Retail,47,229.85,0,162.27,28,4.3,1,10802.95,2375.68,5,May,Q2,19,Monday
ORD-10675,2023-03-24,East,Bhubaneswar,Clothing,Online,Eva,UPI,Retail,16,405.83,5,176.37,48,3.1,0,6168.62,1965.35,3,Mar,Q1,12,Friday
ORD-10676,2023-07-22,West,Mumbai,Electronics,Online,Henry,UPI,Retail,28,427.72,0,188.24,65,4.5,0,11976.16,1202.69,7,Jul,Q3,29,Saturday
ORD-10677,2023-06-02,North,Chandigarh,Clothing,Online,Henry,Credit Card,Corporate,30,55.55,10,74.67,37,4.6,0,1499.85,118.45,6,Jun,Q2,22,Friday
ORD-10678,2023-10-18,North,Delhi,Electronics,In-Store,Henry,EMI,Retail,13,13.35,20,66.23,44,4.8,0,138.84,-48.42,10,Oct,Q4,42,Wednesday
ORD-10679,2023-01-15,South,Chennai,Electronics,Wholesale,Carol,Credit Card,Retail,36,90.51,15,101.5,20,2.6,0,2769.61,530.55,1,Jan,Q1,2,Sunday
ORD-10680,2023-09-22,North,Delhi,Clothing,Online,David,Credit Card,Retail,17,414.43,10,162.65,33,2.8,0,6340.78,2084.92,9,Sep,Q3,38,Friday
ORD-10681,2023-03-03,North,Lucknow,Electronics,Online,David,Credit Card,Corporate,23,157.43,5,167.39,54,3.4,0,3439.85,835.49,3,Mar,Q1,9,Friday
ORD-10682,2023-10-07,West,Ahmedabad,Food,Wholesale,David,UPI,Corporate,40,481.16,20,140.08,55,4.9,0,15397.12,5914.05,10,Oct,Q4,40,Saturday
ORD-10683,2023-05-29,East,Bhubaneswar,Electronics,In-Store,David,Credit Card,SME,25,51.98,0,126.35,38,3.5,0,1299.5,155.18,5,May,Q2,22,Monday
ORD-10684,2023-09-20,South,Hyderabad,Clothing,In-Store,Bob,EMI,Corporate,10,144.83,20,31.12,39,4.2,0,1158.64,366.69,9,Sep,Q3,38,Wednesday
ORD-10685,2023-08-10,South,Bangalore,Food,Online,Grace,UPI,SME,43,237.72,25,69.68,38,3.6,0,7666.47,802.02,8,Aug,Q3,32,Thursday
ORD-10686,2023-03-07,West,Pune,Clothing,Online,Eva,UPI,SME,16,77.61,25,130.0,23,3.5,0,931.32,131.49,3,Mar,Q1,10,Tuesday
ORD-10687,2023-12-12,East,Bhubaneswar,Sports,In-Store,Grace,Credit Card,Corporate,45,288.82,0,161.93,51,4.5,0,12996.9,4582.79,12,Dec,Q4,50,Tuesday
ORD-10688,2023-08-27,South,Chennai,Electronics,Online,Henry,Credit Card,Retail,17,364.27,0,8.1,53,4.7,0,6192.59,683.37,8,Aug,Q3,34,Sunday
ORD-10689,2023-07-13,West,Ahmedabad,Food,Wholesale,Carol,UPI,Corporate,24,424.14,0,94.59,61,2.6,0,10179.36,3134.9,7,Jul,Q3,28,Thursday
